customer_id,first_name,last_name,email,signup_date,country
1314,Sehtht,Pjxzrms,sehtht.pjxzrms@example.com,2021-02-10,Germany
1315,Adnqqw,Zpqfvlj,adnqqw.zpqfvlj@example.com,2020-02-16,Canada
1316,Somopy,Kcnlljx,somopy.kcnlljx@example.com,2024-02-16,UK
1317,Isxewd,Tkdyzcj,isxewd.tkdyzcj@example.com,2021-09-11,UK
1318,Getivq,Easuvjf,getivq.easuvjf@example.com,2023-04-24,Germany
1319,Wyvlci,Kyhludj,wyvlci.kyhludj@example.com,2022-09-23,UK
1320,Lnkcnh,Gmggkbf,lnkcnh.gmggkbf@example.com,2023-11-18,Germany
1321,Shmxrb,Daxkxrd,shmxrb.daxkxrd@example.com,2021-06-03,Canada
1322,Umthky,Enkejqx,umthky.enkejqx@example.com,2024-06-28,Germany
1323,Sbzmgy,Cyfssje,sbzmgy.cyfssje@example.com,2023-07-03,Canada
1324,Onacjd,Akfezsu,onacjd.akfezsu@example.com,2023-07-17,Canada
1325,Gqgnjq,Iyfhfmy,gqgnjq.iyfhfmy@example.com,2024-04-26,India
1326,Mixowq,Ahmkmlo,mixowq.ahmkmlo@example.com,2024-07-01,India
1327,Sylcsb,Zmufjfd,sylcsb.zmufjfd@example.com,2020-03-22,Canada
1328,Iqziyn,Ebfvpxo,iqziyn.ebfvpxo@example.com,2023-03-27,Germany
1329,Ipvwzy,Xvhllpr,ipvwzy.xvhllpr@example.com,2022-08-24,USA
1330,Wkvsba,Cgmzksv,wkvsba.cgmzksv@example.com,2023-01-06,USA
1331,Uqxgdd,Cesisvd,uqxgdd.cesisvd@example.com,2020-07-25,UK
1332,Jemgjk,Fwkcltv,jemgjk.fwkcltv@example.com,2020-03-06,India
1333,Fgvkmc,Cqibnpa,fgvkmc.cqibnpa@example.com,2021-10-08,India
1334,Pnxpno,Svzrtzm,pnxpno.svzrtzm@example.com,2024-02-04,Germany
1335,Hpozgy,Glqavbs,hpozgy.glqavbs@example.com,2021-02-08,Canada
1336,Vntvws,Ojaystc,vntvws.ojaystc@example.com,2021-09-01,Canada
1337,Oqvcdx,Jhzxupb,oqvcdx.jhzxupb@example.com,2022-05-19,USA
1338,Dwbegi,Wcfabhb,dwbegi.wcfabhb@example.com,2020-12-17,USA
1339,Lzlwmw,Rrciiiy,lzlwmw.rrciiiy@example.com,2024-01-09,Canada
1340,Ddzovt,Uslqxek,ddzovt.uslqxek@example.com,2021-12-02,USA
1341,Cebzry,Dbepsrj,cebzry.dbepsrj@example.com,2022-10-16,Canada
1342,Tnkqxv,Rexuzbj,tnkqxv.rexuzbj@example.com,2023-10-18,Germany
1343,Vxjqmb,Cwwdumb,vxjqmb.cwwdumb@example.com,2024-05-08,USA
1344,Jxzcdw,Bcqqchm,jxzcdw.bcqqchm@example.com,2024-08-04,India
1345,Mkrphp,Qgikswm,mkrphp.qgikswm@example.com,2021-01-09,Germany
1346,Etntok,Pypqrgs,etntok.pypqrgs@example.com,2022-01-25,Canada
1347,Ruyane,Tvbexao,ruyane.tvbexao@example.com,2021-10-25,USA
1348,Palmgd,Iwwfaay,palmgd.iwwfaay@example.com,2020-06-24,USA
1349,Mfpovz,Emhgpxm,mfpovz.emhgpxm@example.com,2023-04-27,UK
1350,Hcktjc,Clmlatb,hcktjc.clmlatb@example.com,2023-05-06,Germany
1351,Fcfsbf,Yeglduh,fcfsbf.yeglduh@example.com,2020-01-10,Germany
1352,Owbvvt,Aptkyub,owbvvt.aptkyub@example.com,2023-06-05,UK
1353,Snobea,Ajnlqxa,snobea.ajnlqxa@example.com,2021-01-10,Germany
1354,Pobomk,Syayaqp,pobomk.syayaqp@example.com,2024-01-01,USA
1355,Gkzdcp,Kjajflh,gkzdcp.kjajflh@example.com,2021-04-25,Germany
1356,Fqqedw,Xdedkfm,fqqedw.xdedkfm@example.com,2021-10-18,USA
1357,Alsviw,Ixvwcwe,alsviw.ixvwcwe@example.com,2023-05-04,India
1358,Nsnvai,Jefoldd,nsnvai.jefoldd@example.com,2022-02-09,India
1359,Gwbooj,Dfydxwo,gwbooj.dfydxwo@example.com,2023-08-14,UK
1360,Rkuhkt,Rhmesbw,rkuhkt.rhmesbw@example.com,2020-07-12,India
1361,Xmhlzl,Bcwrjph,xmhlzl.bcwrjph@example.com,2021-03-07,Canada
1362,Uzqzho,Yyknhcz,uzqzho.yyknhcz@example.com,2020-01-25,UK
1363,Bzyebp,Puyfcwh,bzyebp.puyfcwh@example.com,2022-11-06,Germany
1364,Jcdlbv,Sjfjfte,jcdlbv.sjfjfte@example.com,2021-05-25,UK
1365,Oxqnge,Vejfuuf,oxqnge.vejfuuf@example.com,2024-09-07,Germany
1366,Mjbbpu,Troiyna,mjbbpu.troiyna@example.com,2022-10-15,USA
1367,Gjzuds,Kfaucof,gjzuds.kfaucof@example.com,2023-07-01,Germany
1368,Wovhvm,Pvpeyvs,wovhvm.pvpeyvs@example.com,2023-08-09,Germany
1369,Lopiib,Sxnnwcf,lopiib.sxnnwcf@example.com,2020-12-07,Canada
1370,Tzorsd,Wxwumpd,tzorsd.wxwumpd@example.com,2023-02-11,UK
1371,Jbrmcl,Vqvyerv,jbrmcl.vqvyerv@example.com,2022-04-08,Canada
1372,Oqxlqz,Nfyjmpu,oqxlqz.nfyjmpu@example.com,2020-01-04,Germany
1373,Qtfobo,Ckbwalo,qtfobo.ckbwalo@example.com,2022-01-10,USA
1374,Iazxho,Pmmxsee,iazxho.pmmxsee@example.com,2024-11-28,Canada
1375,Vefeti,Jgsfxrn,vefeti.jgsfxrn@example.com,2024-08-15,Canada
1376,Efuiyg,Uhygecc,efuiyg.uhygecc@example.com,2021-08-11,USA
1377,Qmylon,Qsdwohw,qmylon.qsdwohw@example.com,2021-11-12,India
1378,Pxairj,Ibrogei,pxairj.ibrogei@example.com,2020-02-13,UK
1379,Fsfrup,Tugslso,fsfrup.tugslso@example.com,2020-07-05,Canada
1380,Wfwzlv,Nshaztd,wfwzlv.nshaztd@example.com,2023-06-16,Canada
1381,Vryute,Fgwjdeo,vryute.fgwjdeo@example.com,2023-12-09,Germany
1382,Kpqqqn,Rhctiwz,kpqqqn.rhctiwz@example.com,2021-09-06,Canada
1383,Hftczp,Avjcych,hftczp.avjcych@example.com,2020-04-02,Germany
1384,Bytklk,Bjzyxgn,bytklk.bjzyxgn@example.com,2021-10-13,India
1385,Aqjckr,Fosjlid,aqjckr.fosjlid@example.com,2021-10-15,USA
1386,Vbgvlg,Cfadyof,vbgvlg.cfadyof@example.com,2021-10-01,Germany
1387,Ewdnly,Fimrqtg,ewdnly.fimrqtg@example.com,2020-11-19,Germany
1388,Zljfgg,Pnixboa,zljfgg.pnixboa@example.com,2020-07-01,India
1389,Hnirrk,Lthosdk,hnirrk.lthosdk@example.com,2023-11-14,UK
1390,Oqcajg,Rgchiil,oqcajg.rgchiil@example.com,2023-08-15,India
1391,Bcicwa,Szoznug,bcicwa.szoznug@example.com,2020-12-10,UK
1392,Twkucu,Ukdefcn,twkucu.ukdefcn@example.com,2024-10-08,Canada
1393,Ditjmf,Lkrpkkq,ditjmf.lkrpkkq@example.com,2023-08-09,UK
1394,Yozjqw,Gjljsyc,yozjqw.gjljsyc@example.com,2020-02-27,India
1395,Jpmfyy,Akegjnq,jpmfyy.akegjnq@example.com,2020-12-23,India
1396,Nxxfut,Rhtilae,nxxfut.rhtilae@example.com,2020-06-26,Germany
1397,Twwyoh,Svompqx,twwyoh.svompqx@example.com,2021-12-28,Germany
1398,Nesjec,Nkbfxnk,nesjec.nkbfxnk@example.com,2021-08-17,Canada
1399,Xvhtqm,Faesjzy,xvhtqm.faesjzy@example.com,2024-03-20,Canada
1400,Okacqw,Ejrxwed,okacqw.ejrxwed@example.com,2022-04-19,India
1401,Ngwwtk,Mfaisjt,ngwwtk.mfaisjt@example.com,2022-11-18,UK
1402,Rnajdn,Fbbdbdv,rnajdn.fbbdbdv@example.com,2021-08-04,UK
1403,Liljkp,Olumrzc,liljkp.olumrzc@example.com,2024-01-04,Germany
1404,Bnxcqk,Ophhuvb,bnxcqk.ophhuvb@example.com,2020-02-25,Canada
1405,Mjqaiy,Lcbmwwn,mjqaiy.lcbmwwn@example.com,2024-11-22,India
1406,Dkcvab,Tjydnrd,dkcvab.tjydnrd@example.com,2023-10-01,USA
1407,Lqsfyk,Hszlary,lqsfyk.hszlary@example.com,2022-04-28,USA
1408,Xssovn,Edhbssu,xssovn.edhbssu@example.com,2022-07-03,USA
1409,Qkbtcm,Atnhpvi,qkbtcm.atnhpvi@example.com,2024-07-03,USA
1410,Azmovp,Cnjqnap,azmovp.cnjqnap@example.com,2023-07-17,Canada
1411,Wjifnh,Ofmkciz,wjifnh.ofmkciz@example.com,2022-12-26,Germany
1412,Wmgsxp,Fkoubjv,wmgsxp.fkoubjv@example.com,2020-05-08,Germany
1413,Krzjow,Onqhfgy,krzjow.onqhfgy@example.com,2024-10-26,USA
1414,Orqlou,Zlmkoss,orqlou.zlmkoss@example.com,2022-04-10,USA
1415,Hqmych,Ukjwezu,hqmych.ukjwezu@example.com,2023-04-09,UK
1416,Mavvwk,Eovrfag,mavvwk.eovrfag@example.com,2021-05-21,USA
1417,Ccdshb,Cnwixda,ccdshb.cnwixda@example.com,2024-03-19,USA
1418,Ifkkmf,Fvmkkyw,ifkkmf.fvmkkyw@example.com,2022-01-17,Germany
1419,Iblqye,Zfmqzhz,iblqye.zfmqzhz@example.com,2022-11-20,India
1420,Owjinn,Xjoojqm,owjinn.xjoojqm@example.com,2023-01-24,India
1421,Sekgzm,Smvkvqq,sekgzm.smvkvqq@example.com,2021-11-01,USA
1422,Oioist,Iousfic,oioist.iousfic@example.com,2024-07-04,USA
1423,Wxrmtr,Zdqmuth,wxrmtr.zdqmuth@example.com,2021-02-01,Germany
1424,Mqublq,Kgnbqhp,mqublq.kgnbqhp@example.com,2022-11-28,Germany
1425,Bjamjh,Zyahocs,bjamjh.zyahocs@example.com,2022-08-23,USA
1426,Wjdafi,Uqbmjis,wjdafi.uqbmjis@example.com,2023-05-18,India
1427,Gdeekj,Wnrsbvw,gdeekj.wnrsbvw@example.com,2021-04-28,India
1428,Rnainn,Kjzjthn,rnainn.kjzjthn@example.com,2024-12-28,UK
1429,Alggfa,Jfpijbx,alggfa.jfpijbx@example.com,2024-01-03,Germany
1430,Xdkvdh,Kaokosa,xdkvdh.kaokosa@example.com,2022-09-11,Canada
1431,Pppgzj,Thkaorw,pppgzj.thkaorw@example.com,2024-09-15,UK
1432,Awvjfs,Vyxtzza,awvjfs.vyxtzza@example.com,2020-07-22,India
1433,Cvrgpx,Hpuvfvi,cvrgpx.hpuvfvi@example.com,2020-10-23,India
1434,Ifcxzv,Ordkfga,ifcxzv.ordkfga@example.com,2023-05-24,Canada
1435,Mrwgyd,Qjzszii,mrwgyd.qjzszii@example.com,2023-09-08,Canada
1436,Tfwgzw,Gpexznd,tfwgzw.gpexznd@example.com,2023-09-04,USA
1437,Jmhpdr,Gbyclrh,jmhpdr.gbyclrh@example.com,2024-08-25,India
1438,Gotcvl,Zlrxwha,gotcvl.zlrxwha@example.com,2024-07-08,UK
1439,Jqshnn,Pdpjxur,jqshnn.pdpjxur@example.com,2021-07-15,India
1440,Mxcepz,Lviurho,mxcepz.lviurho@example.com,2021-12-12,Canada
1441,Aavydh,Puyukzj,aavydh.puyukzj@example.com,2020-10-20,India
1442,Nvzxao,Risfwku,nvzxao.risfwku@example.com,2022-04-10,Canada
1443,Zefwnn,Qwugtoz,zefwnn.qwugtoz@example.com,2020-11-10,India
1444,Pywsii,Zbhmpku,pywsii.zbhmpku@example.com,2021-06-10,India
1445,Regwnq,Kaamvpd,regwnq.kaamvpd@example.com,2023-06-19,UK
1446,Crucmk,Kwktxvi,crucmk.kwktxvi@example.com,2023-09-08,USA
1447,Bzjdif,Kchwzrj,bzjdif.kchwzrj@example.com,2021-03-08,USA
1448,Zubdhl,Tmtogsw,zubdhl.tmtogsw@example.com,2021-03-15,India
1449,Paksos,Ugcqlme,paksos.ugcqlme@example.com,2021-06-18,UK
1450,Jagjjq,Peplwrd,jagjjq.peplwrd@example.com,2024-05-22,UK
1451,Mlftqk,Uidufim,mlftqk.uidufim@example.com,2023-06-04,Germany
1452,Wwaivn,Qkzftcj,wwaivn.qkzftcj@example.com,2024-07-01,USA
1453,Ormnep,Vspkvsp,ormnep.vspkvsp@example.com,2024-10-03,USA
1454,Hnbvmk,Alrzfbs,hnbvmk.alrzfbs@example.com,2024-03-03,UK
1455,Auhirs,Kdrwoox,auhirs.kdrwoox@example.com,2021-12-02,India
1456,Fhlvoy,Ibkxald,fhlvoy.ibkxald@example.com,2020-11-01,Germany
1457,Urnqco,Mczjhlq,urnqco.mczjhlq@example.com,2021-12-23,India
1458,Fodjat,Gycszul,fodjat.gycszul@example.com,2020-11-25,USA
1459,Hirrym,Ttcsisn,hirrym.ttcsisn@example.com,2023-08-09,Germany
1460,Cnblii,Pqpswrs,cnblii.pqpswrs@example.com,2024-03-25,USA
1461,Mfzdbp,Jsqeelo,mfzdbp.jsqeelo@example.com,2022-09-05,UK
1462,Abgyrz,Ojscapl,abgyrz.ojscapl@example.com,2021-03-02,Germany
1463,Iklsgq,Bpykple,iklsgq.bpykple@example.com,2023-03-08,UK
1464,Htecaw,Uwjlukc,htecaw.uwjlukc@example.com,2022-11-01,India
1465,Hbbndv,Ipsucev,hbbndv.ipsucev@example.com,2024-03-20,Germany
1466,Spwjty,Qwcgpva,spwjty.qwcgpva@example.com,2024-04-18,USA
1467,Qrqqlv,Syeafrg,qrqqlv.syeafrg@example.com,2021-06-21,UK
1468,Gvvjnl,Prqintr,gvvjnl.prqintr@example.com,2023-02-23,Canada
1469,Kwrtxi,Nmsotna,kwrtxi.nmsotna@example.com,2021-01-16,India
1470,Tukhlp,Soohelo,tukhlp.soohelo@example.com,2023-04-20,India
1471,Qvedmf,Qxrcnai,qvedmf.qxrcnai@example.com,2020-12-08,UK
1472,Nfyjgh,Auzusml,nfyjgh.auzusml@example.com,2023-01-21,India
1473,Ovdmza,Sjddsng,ovdmza.sjddsng@example.com,2021-05-27,Canada
1474,Cmbaph,Iimhzfn,cmbaph.iimhzfn@example.com,2021-06-21,USA
1475,Wdrtae,Qcwyloa,wdrtae.qcwyloa@example.com,2020-10-14,Canada
1476,Naxkyl,Hipqtpz,naxkyl.hipqtpz@example.com,2024-11-23,India
1477,Ovweyq,Lbeywde,ovweyq.lbeywde@example.com,2024-01-19,USA
1478,Arcrwg,Mzgfnux,arcrwg.mzgfnux@example.com,2020-10-22,USA
1479,Kmebik,Xirfghw,kmebik.xirfghw@example.com,2021-10-21,USA
1480,Xzkini,Mqifdwr,xzkini.mqifdwr@example.com,2024-07-26,India
1481,Hazquj,Uwxuuqz,hazquj.uwxuuqz@example.com,2024-04-10,India
1482,Gzbbll,Ecyvryc,gzbbll.ecyvryc@example.com,2021-07-22,USA
1483,Dvrnwq,Jvposxa,dvrnwq.jvposxa@example.com,2023-11-15,USA
1484,Njujml,Ufvmzqm,njujml.ufvmzqm@example.com,2024-12-10,Canada
1485,Koyyjy,Vnrogoq,koyyjy.vnrogoq@example.com,2023-08-27,UK
1486,Vbmycz,Bsmkefx,vbmycz.bsmkefx@example.com,2023-10-26,Canada
1487,Hfijmr,Luwymyh,hfijmr.luwymyh@example.com,2024-06-09,Germany
1488,Ugyvzv,Cbkwqmq,ugyvzv.cbkwqmq@example.com,2024-10-04,India
1489,Hjcztv,Iyttqjx,hjcztv.iyttqjx@example.com,2022-12-08,UK
1490,Xfvwek,Bmrxlrd,xfvwek.bmrxlrd@example.com,2020-02-25,UK
1491,Tieiza,Nmaixqa,tieiza.nmaixqa@example.com,2020-03-20,Canada
1492,Tmilgl,Orloqzo,tmilgl.orloqzo@example.com,2020-08-06,Germany
1493,Enlxum,Bgslfwy,enlxum.bgslfwy@example.com,2021-06-23,UK
1494,Swucfc,Xixjpjr,swucfc.xixjpjr@example.com,2023-07-05,Canada
1495,Fzxgkf,Tcwbjrs,fzxgkf.tcwbjrs@example.com,2022-07-09,USA
1496,Irfewe,Gehmrgk,irfewe.gehmrgk@example.com,2021-12-16,UK
1497,Cqkmzk,Kxfxkmp,cqkmzk.kxfxkmp@example.com,2024-07-14,Canada
1498,Lnqaop,Scxrqys,lnqaop.scxrqys@example.com,2020-01-28,Canada
1499,Debnlj,Fzlezfn,debnlj.fzlezfn@example.com,2024-12-09,India
